participant_id	event_id	condition	trial	sequence	response	NCorrect	partialScore	triggerCorrect
sub-032	28	Simultaneous	1	2491605	2491605	7	7	1111111
sub-032	28	Simultaneous	2	179243	172943	3	5	1110011
sub-032	28	Simultaneous	3	3629470	3629467	5	5	1111100
sub-032	28	Simultaneous	4	5681703	5681703	7	7	1111111
sub-032	28	Simultaneous	5	6793504	6793504	7	7	1111111
sub-032	28	Simultaneous	6	7924530	7984530	2	6	1101111
sub-032	28	Simultaneous	7	1386540	1386540	7	7	1111111
sub-032	28	Simultaneous	8	7526804	7526804	7	7	1111111
sub-032	28	Simultaneous	9	6539042	6539072	5	6	1111101
sub-032	28	Simultaneous	10	8201496	8201796	4	6	1111011
sub-032	28	Simultaneous	11	9324786	9327846	3	4	1110001
sub-032	28	Simultaneous	12	8061324	8067324	3	6	1110111
sub-032	28	Simultaneous	13	1489520	1982540	1	4	1010101
sub-032	28	Simultaneous	14	4350167	4350726	4	4	1111000
sub-032	28	Simultaneous	15	972458	275428	1	4	1010101
sub-032	28	Simultaneous	16	6109285	6109875	4	5	1111001
sub-032	28	Simultaneous	17	486193	486371	4	4	1111000
sub-032	28	Simultaneous	18	5821364	5826974	3	4	1110001
sub-032	28	Simultaneous	19	127348	127348	7	7	1111111
sub-032	28	Simultaneous	20	4319572	4319572	7	7	1111111
sub-032	28	Simultaneous	21	854723	752873	1	3	1010001
sub-032	28	Simultaneous	22	328796	827368	1	2	1010000
sub-032	28	Simultaneous	23	3097518	3097518	7	7	1111111
sub-032	28	Simultaneous	24	3982640	3982640	7	7	1111111
sub-032	28	Simultaneous	25	6427018	6407891	2	3	1101000
sub-032	28	Simultaneous	26	1709852	1709821	5	5	1111100
sub-032	28	Simultaneous	27	2817609	2817609	7	7	1111111
sub-032	28	Simultaneous	28	6485702	6485702	7	7	1111111
sub-032	28	Simultaneous	29	9538412	9538418	6	6	1111110
sub-032	28	Simultaneous	30	8209634	8209436	4	5	1111010
sub-032	28	Simultaneous	31	5612378	5612308	5	6	1111101
sub-032	28	Simultaneous	32	2816794	7281648	0	0	0
sub-032	28	Simultaneous	33	5634082	5694082	2	6	1101111
sub-032	28	Simultaneous	34	1532748	1592748	2	6	1101111
sub-032	28	Simultaneous	35	8256947	8256958	5	5	1111100
sub-032	28	Simultaneous	36	7126548	7126548	7	7	1111111
sub-032	28	Simultaneous	37	5947182	5749182	1	5	1010111
sub-032	28	Simultaneous	38	7635401	7635401	7	7	1111111
sub-032	28	Simultaneous	39	8126750	8621750	1	5	1010111
sub-032	28	Simultaneous	40	8952107	8958107	3	6	1110111
sub-032	28	Simultaneous	41	9108256	9108562	4	4	1111000
sub-032	28	Simultaneous	42	4763210	4763210	7	7	1111111
sub-032	28	Simultaneous	43	146285	146281	6	6	1111110
sub-032	28	Simultaneous	44	5326189	5326189	7	7	1111111
sub-032	28	Simultaneous	45	1905283	1905283	7	7	1111111
sub-032	28	Simultaneous	46	3708596	3708567	5	5	1111100
sub-032	28	Simultaneous	47	3856129	3856189	5	6	1111101
sub-032	28	Simultaneous	48	194657	194657	7	7	1111111
sub-032	28	Simultaneous	49	9364571	9354537	2	4	1101100
sub-032	28	Simultaneous	50	8056723	8056723	7	7	1111111
sub-032	60	Fast+delay	51	1096543	1965403	1	2	1000001
sub-032	60	Fast+delay	52	246571	246571	7	7	1111111
sub-032	60	Fast+delay	53	7853021	7853021	7	7	1111111
sub-032	60	Fast+delay	54	8396254	8396251	6	6	1111110
sub-032	60	Fast+delay	55	1480695	1480637	5	5	1111100
sub-032	60	Fast+delay	56	4057983	4057387	4	5	1111010
sub-032	60	Fast+delay	57	5740239	574923	0	0	0
sub-032	60	Fast+delay	58	8603714	8603714	7	7	1111111
sub-032	60	Fast+delay	59	2174896	2174856	5	6	1111101
sub-032	60	Fast+delay	60	7213068	7213760	4	5	1111010
sub-032	60	Fast+delay	61	5824761	5824761	7	7	1111111
sub-032	60	Fast+delay	62	3476085	3478051	3	4	1110100
sub-032	60	Fast+delay	63	8351742	8715694	1	1	1000000
sub-032	60	Fast+delay	64	4973180	4973180	7	7	1111111
sub-032	60	Fast+delay	65	3249160	3249160	7	7	1111111
sub-032	60	Fast+delay	66	2790153	8190157	0	4	11110
sub-032	60	Fast+delay	67	3418562	3418563	6	6	1111110
sub-032	60	Fast+delay	68	1452078	1452780	4	4	1111000
sub-032	60	Fast+delay	69	2865901	2865801	4	6	1111011
sub-032	60	Fast+delay	70	9360852	685172	0	1	1
sub-032	60	Fast+delay	71	7801296	7806183	3	3	1110000
sub-032	60	Fast+delay	72	6347895	6947548	1	3	1011000
sub-032	60	Fast+delay	73	1380924	1382724	3	5	1110011
sub-032	60	Fast+delay	74	7358160	7168083	1	2	1001000
sub-032	60	Fast+delay	75	1248670	1248760	4	5	1111001
sub-032	60	Fast+delay	76	6389427	6873421	1	3	1000110
sub-032	60	Fast+delay	77	1950674	1956710	3	3	1110000
sub-032	60	Fast+delay	78	8947261	8923479	2	2	1100000
sub-032	60	Fast+delay	79	6127084	6782541	1	1	1000000
sub-032	60	Fast+delay	80	4290813	4290714	4	5	1111010
