participant_id	event_id	condition	trial	sequence	response	NCorrect	partialScore	triggerCorrect
sub-007	28	Simultaneous	1	2751840	2751840	7	7	1111111
sub-007	28	Simultaneous	2	5673210	5263510	1	4	1001011
sub-007	28	Simultaneous	3	6201345	6201345	7	7	1111111
sub-007	28	Simultaneous	4	2086954	2086954	7	7	1111111
sub-007	28	Simultaneous	5	5873916	5873914	6	6	1111110
sub-007	28	Simultaneous	6	4809527	4085927	1	3	1000011
sub-007	28	Simultaneous	7	9183257	9183257	7	7	1111111
sub-007	28	Simultaneous	8	2759364	2759354	5	6	1111101
sub-007	28	Simultaneous	9	5602348	5603240	3	4	1110010
sub-007	28	Simultaneous	10	9213084	9013244	1	4	1011001
sub-007	28	Simultaneous	11	1964285	1264586	1	4	1011010
sub-007	28	Simultaneous	12	5269381	5269381	7	7	1111111
sub-007	28	Simultaneous	13	4028915	4029813	3	4	1110010
sub-007	28	Simultaneous	14	7925681	7325681	1	6	1011111
sub-007	28	Simultaneous	15	6851437	6851437	7	7	1111111
sub-007	28	Simultaneous	16	6053812	6053812	7	7	1111111
sub-007	28	Simultaneous	17	6970348	6370648	1	5	1011011
sub-007	28	Simultaneous	18	9685734	9685371	4	4	1111000
sub-007	28	Simultaneous	19	8362547	8365374	3	3	1110000
sub-007	28	Simultaneous	20	6528041	6526047	3	5	1110110
sub-007	28	Simultaneous	21	9104752	6104527	0	3	111000
sub-007	28	Simultaneous	22	4170682	4170682	7	7	1111111
sub-007	28	Simultaneous	23	4652079	4652084	5	5	1111100
sub-007	28	Simultaneous	24	1472983	1472684	4	5	1111010
sub-007	28	Simultaneous	25	7238954	7239854	3	5	1110011
sub-007	28	Simultaneous	26	3780615	6580415	0	4	11011
sub-007	28	Simultaneous	27	3145807	3145087	4	5	1111001
sub-007	28	Simultaneous	28	8241970	8241970	7	7	1111111
sub-007	28	Simultaneous	29	5461980	5461980	7	7	1111111
sub-007	28	Simultaneous	30	2345786	2345986	4	6	1111011
sub-007	28	Simultaneous	31	8235061	8235061	7	7	1111111
sub-007	28	Simultaneous	32	4729310	4279310	1	5	1001111
sub-007	28	Simultaneous	33	9815236	9815236	7	7	1111111
sub-007	28	Simultaneous	34	9146803	9146803	7	7	1111111
sub-007	28	Simultaneous	35	4973208	4373208	1	6	1011111
sub-007	28	Simultaneous	36	9021467	9021467	7	7	1111111
sub-007	28	Simultaneous	37	5092461	5092461	7	7	1111111
sub-007	28	Simultaneous	38	2973604	2973604	7	7	1111111
sub-007	28	Simultaneous	39	3095748	3095748	7	7	1111111
sub-007	28	Simultaneous	40	3420678	3470689	2	4	1101100
sub-007	28	Simultaneous	41	7018635	7013654	3	4	1110100
sub-007	28	Simultaneous	42	9037821	9037821	7	7	1111111
sub-007	28	Simultaneous	43	5924170	2954170	0	5	101111
sub-007	28	Simultaneous	44	3176498	3176489	5	5	1111100
sub-007	28	Simultaneous	45	3517069	3517069	7	7	1111111
sub-007	28	Simultaneous	46	8931247	8921346	2	4	1101010
sub-007	28	Simultaneous	47	9840125	9840125	7	7	1111111
sub-007	28	Simultaneous	48	5067293	5067243	5	6	1111101
sub-007	28	Simultaneous	49	8405296	8164529	1	1	1000000
sub-007	28	Simultaneous	50	3294167	3294167	7	7	1111111
sub-007	60	Fast+delay	51	1426983	1492678	2	2	1100000
sub-007	60	Fast+delay	52	3189750	3179850	2	5	1101011
sub-007	60	Fast+delay	53	8176234	8132476	2	2	1100000
sub-007	60	Fast+delay	54	4731089	3761089	0	5	101111
sub-007	60	Fast+delay	55	6023758	6023758	7	7	1111111
sub-007	60	Fast+delay	56	1240635	1240635	7	7	1111111
sub-007	60	Fast+delay	57	641837	681437	2	5	1101011
sub-007	60	Fast+delay	58	9308652	9308652	7	7	1111111
sub-007	60	Fast+delay	59	4761083	4761562	4	4	1111000
sub-007	60	Fast+delay	60	483596	8356492	0	1	10
sub-007	60	Fast+delay	61	3487521	3487521	7	7	1111111
sub-007	60	Fast+delay	62	872694	872694	7	7	1111111
sub-007	60	Fast+delay	63	5743260	5743260	7	7	1111111
sub-007	60	Fast+delay	64	9307526	9307526	7	7	1111111
sub-007	60	Fast+delay	65	8237165	3287655	0	3	101001
sub-007	60	Fast+delay	66	5027418	5032478	2	4	1100101
sub-007	60	Fast+delay	67	1520479	1520479	7	7	1111111
sub-007	60	Fast+delay	68	8357241	8354271	3	5	1110101
sub-007	60	Fast+delay	69	6749582	4129583	0	3	1110
sub-007	60	Fast+delay	70	3580914	3580312	4	5	1111010
sub-007	60	Fast+delay	71	1930724	9037142	0	1	10000
sub-007	60	Fast+delay	72	5918364	5628374	1	4	1001101
sub-007	60	Fast+delay	73	7693542	7654923	2	2	1100000
sub-007	60	Fast+delay	74	6498173	6754382	1	1	1000000
sub-007	60	Fast+delay	75	2149567	2159486	2	3	1101000
sub-007	60	Fast+delay	76	3479058	7934058	0	3	111
sub-007	60	Fast+delay	77	4957230	4937540	2	4	1101001
sub-007	60	Fast+delay	78	5806147	5806342	4	5	1111010
sub-007	60	Fast+delay	79	5270418	5270418	7	7	1111111
sub-007	60	Fast+delay	80	3459126	3459128	6	6	1111110
sub-007	60	Fast+delay	81	8179435	8139452	2	4	1101100
sub-007	60	Fast+delay	82	841529	841527	6	6	1111110
sub-007	60	Fast+delay	83	2874309	2874309	7	7	1111111
sub-007	60	Fast+delay	84	2845690	2865340	2	4	1101001
sub-007	60	Fast+delay	85	4205137	4205147	5	6	1111101
sub-007	60	Fast+delay	86	9647180	9647180	7	7	1111111
sub-007	60	Fast+delay	87	769481	769481	7	7	1111111
sub-007	60	Fast+delay	88	7269834	7269834	7	7	1111111
sub-007	60	Fast+delay	89	5210874	5210874	7	7	1111111
sub-007	60	Fast+delay	90	4795036	4785036	2	6	1101111
sub-007	60	Fast+delay	91	9132768	9386721	1	2	1000100
sub-007	60	Fast+delay	92	2671054	2685051	2	4	1100110
sub-007	60	Fast+delay	93	9351468	4365917	0	1	100000
sub-007	60	Fast+delay	94	2706843	2785049	2	3	1100010
sub-007	60	Fast+delay	95	5860371	5860371	7	7	1111111
sub-007	60	Fast+delay	96	794562	796541	3	4	1110100
sub-007	60	Fast+delay	97	8365409	4379520	0	1	100000
sub-007	60	Fast+delay	98	8457123	8754390	1	2	1010000
sub-007	60	Fast+delay	99	2396051	2306951	2	5	1101011
sub-007	60	Fast+delay	100	5869310	5839610	2	5	1101011
sub-007	40	Fast	101	7192065	9261753	0	0	0
sub-007	40	Fast	102	1432790	1432790	7	7	1111111
sub-007	40	Fast	103	8610529	8610529	7	7	1111111
sub-007	40	Fast	104	2974056	7634021	0	2	1100
sub-007	40	Fast	105	5402879	3402596	0	3	111000
sub-007	40	Fast	106	6243950	4263790	0	3	101001
sub-007	40	Fast	107	1673548	1679548	3	6	1110111
sub-007	40	Fast	108	4638279	4629385	2	2	1100000
sub-007	40	Fast	109	6802951	3902648	0	2	11000
sub-007	40	Fast	110	3295174	6834547	0	0	0
sub-007	40	Fast	111	6412839	3264871	0	1	100
sub-007	40	Fast	112	3061428	3261387	1	3	1011000
sub-007	40	Fast	113	5349860	5349680	4	5	1111001
sub-007	40	Fast	114	4185276	4185276	7	7	1111111
sub-007	40	Fast	115	6901835	6847315	1	2	1000001
sub-007	40	Fast	116	1870293	1738496	1	2	1000010
sub-007	40	Fast	117	6807941	6837914	2	4	1101100
sub-007	40	Fast	118	5476029	3294281	0	0	0
sub-007	40	Fast	119	4810256	3842105	0	1	100000
sub-007	40	Fast	120	6089734	6349257	1	2	1001000
sub-007	40	Fast	121	6104972	6124372	2	5	1101011
sub-007	40	Fast	122	8746205	8734126	2	2	1100000
sub-007	40	Fast	123	3021579	1034578	0	3	100110
sub-007	40	Fast	124	8235906	8235904	6	6	1111110
sub-007	40	Fast	125	9460327	8260437	0	3	11001
sub-007	40	Fast	126	4832017	3842017	0	5	101111
sub-007	40	Fast	127	7296314	8296317	0	5	111110
sub-007	40	Fast	128	3680942	3180942	1	6	1011111
sub-007	40	Fast	129	5419207	8134657	0	1	1
sub-007	40	Fast	130	7036841	7036841	7	7	1111111
sub-007	40	Fast	131	7548129	3584318	0	1	100000
sub-007	40	Fast	132	2807514	2807519	6	6	1111110
sub-007	40	Fast	133	7045819	7035819	2	6	1101111
sub-007	40	Fast	134	956327	952618	3	3	1110000
sub-007	40	Fast	135	6872509	4258619	0	1	1
sub-007	40	Fast	136	4159802	5941802	0	3	111
sub-007	40	Fast	137	2803465	2806517	3	3	1110000
sub-007	40	Fast	138	2514738	1552718	0	3	100101
sub-007	40	Fast	139	8412563	8412570	5	5	1111100
sub-007	40	Fast	140	9542108	4592108	0	5	101111
sub-007	40	Fast	141	217564	214567	3	5	1110110
