participant_id	event_id	condition	trial	sequence	response	NCorrect	partialScore	triggerCorrect
sub-003	60	Fast+delay	1	1680735	1680735	7	7	1111111
sub-003	60	Fast+delay	2	2951047	2951047	7	7	1111111
sub-003	60	Fast+delay	3	2906183	2906183	7	7	1111111
sub-003	60	Fast+delay	4	9018746	9018743	6	6	1111110
sub-003	60	Fast+delay	5	8512649	8512641	6	6	1111110
sub-003	60	Fast+delay	6	453297	453297	7	7	1111111
sub-003	60	Fast+delay	7	5731498	5732798	3	5	1110011
sub-003	60	Fast+delay	8	6391705	6391705	7	7	1111111
sub-003	60	Fast+delay	9	4572013	4032017	1	4	1001110
sub-003	60	Fast+delay	10	7895642	7895642	7	7	1111111
sub-003	60	Fast+delay	11	3928465	5328962	0	3	11010
sub-003	60	Fast+delay	12	5624378	5624072	4	5	1111010
sub-003	60	Fast+delay	13	4712956	4914715	1	2	1010000
sub-003	60	Fast+delay	14	9487150	4685170	0	3	10101
sub-003	60	Fast+delay	15	1453796	1453796	7	7	1111111
sub-003	60	Fast+delay	16	5190432	5190432	7	7	1111111
sub-003	60	Fast+delay	17	7094215	7294215	1	6	1011111
sub-003	60	Fast+delay	18	7065194	7065194	7	7	1111111
sub-003	60	Fast+delay	19	4507386	4507386	7	7	1111111
sub-003	60	Fast+delay	20	7902435	7902435	7	7	1111111
sub-003	60	Fast+delay	21	8362719	8362719	7	7	1111111
sub-003	60	Fast+delay	22	9187602	9187192	4	5	1111001
sub-003	60	Fast+delay	23	6901478	6901478	7	7	1111111
sub-003	60	Fast+delay	24	7086431	6081461	0	4	110101
sub-003	60	Fast+delay	25	1982045	1982045	7	7	1111111
sub-003	60	Fast+delay	26	5406317	5402716	3	4	1110010
sub-003	60	Fast+delay	27	6257134	6257134	7	7	1111111
sub-003	60	Fast+delay	28	925371	925371	7	7	1111111
sub-003	60	Fast+delay	29	5439618	5419618	2	6	1101111
sub-003	60	Fast+delay	30	9365801	9065715	1	3	1011000
sub-003	60	Fast+delay	31	2745693	5736647	0	2	100100
sub-003	60	Fast+delay	32	6738541	6739541	3	6	1110111
sub-003	60	Fast+delay	33	857196	185718	1	1	1000000
sub-003	60	Fast+delay	34	1298034	5298041	0	4	111100
