participant_id	event_id	condition	trial	sequence	response	NCorrect	partialScore	triggerCorrect
sub-024	100	Slow	1	1537428	1537428	7	7	1111111
sub-024	100	Slow	2	7385610	7385610	7	7	1111111
sub-024	100	Slow	3	4230791	4230791	7	7	1111111
sub-024	100	Slow	4	4360217	4360217	7	7	1111111
sub-024	100	Slow	5	9872540	9872540	7	7	1111111
sub-024	100	Slow	6	5842391	5842391	7	7	1111111
sub-024	100	Slow	7	3580127	3580127	7	7	1111111
sub-024	100	Slow	8	7938120	7839120	1	5	1010111
sub-024	100	Slow	9	6298705	6298705	7	7	1111111
sub-024	100	Slow	10	4760193	4760193	7	7	1111111
sub-024	100	Slow	11	3160857	3160857	7	7	1111111
sub-024	100	Slow	12	9401587	9401575	5	5	1111100
sub-024	100	Slow	13	5821036	5821036	7	7	1111111
sub-024	100	Slow	14	1537049	1537049	7	7	1111111
sub-024	100	Slow	15	2590184	2590184	7	7	1111111
sub-024	100	Slow	16	9125648	9125648	7	7	1111111
sub-024	100	Slow	17	1073284	1073284	7	7	1111111
sub-024	100	Slow	18	675432	675432	7	7	1111111
sub-024	100	Slow	19	7358926	7358926	7	7	1111111
sub-024	100	Slow	20	9037562	9037562	7	7	1111111
sub-024	100	Slow	21	7241098	7241098	7	7	1111111
sub-024	100	Slow	22	1834206	1834206	7	7	1111111
sub-024	100	Slow	23	3708215	3708215	7	7	1111111
sub-024	100	Slow	24	9024853	9024853	7	7	1111111
sub-024	100	Slow	25	1475068	1475068	7	7	1111111
sub-024	100	Slow	26	6273418	6273418	7	7	1111111
sub-024	100	Slow	27	7953806	7953806	7	7	1111111
sub-024	100	Slow	28	7205413	7205413	7	7	1111111
sub-024	100	Slow	29	3412689	3412689	7	7	1111111
sub-024	100	Slow	30	1658274	1658274	7	7	1111111
sub-024	100	Slow	31	963751	963751	7	7	1111111
sub-024	100	Slow	32	8152976	8152976	7	7	1111111
sub-024	100	Slow	33	8069713	8069713	7	7	1111111
sub-024	100	Slow	34	3261907	3261907	7	7	1111111
sub-024	100	Slow	35	5624109	5624109	7	7	1111111
sub-024	100	Slow	36	4325908	4325908	7	7	1111111
sub-024	100	Slow	37	4726389	4726389	7	7	1111111
sub-024	100	Slow	38	8746329	8746329	7	7	1111111
sub-024	100	Slow	39	9637580	9637580	7	7	1111111
sub-024	100	Slow	40	8965714	8965714	7	7	1111111
sub-024	100	Slow	41	9560742	9560742	7	7	1111111
sub-024	100	Slow	42	2671509	2671253	4	4	1111000
sub-024	100	Slow	43	2456971	2456971	7	7	1111111
sub-024	100	Slow	44	6042513	6042513	7	7	1111111
sub-024	100	Slow	45	4207819	4207819	7	7	1111111
sub-024	100	Slow	46	9602458	9602158	4	6	1111011
sub-024	100	Slow	47	5098641	5098641	7	7	1111111
sub-024	100	Slow	48	5907143	5907144	6	6	1111110
sub-024	100	Slow	49	8947526	8947526	7	7	1111111
sub-024	100	Slow	50	5719204	5719204	7	7	1111111
sub-024	60	Fast+delay	51	7394128	7394128	7	7	1111111
sub-024	60	Fast+delay	52	7531048	7531048	7	7	1111111
sub-024	60	Fast+delay	53	6841329	6841329	7	7	1111111
sub-024	60	Fast+delay	54	9471286	9471286	7	7	1111111
sub-024	60	Fast+delay	55	1806527	1806527	7	7	1111111
sub-024	60	Fast+delay	56	3826059	3826059	7	7	1111111
sub-024	60	Fast+delay	57	2453179	2415317	2	2	1100000
sub-024	60	Fast+delay	58	7234598	7234598	7	7	1111111
sub-024	60	Fast+delay	59	8729364	9327418	0	1	10000
sub-024	60	Fast+delay	60	1264905	1264905	7	7	1111111
sub-024	60	Fast+delay	61	9764302	9764302	7	7	1111111
sub-024	60	Fast+delay	62	5840917	5849017	3	5	1110011
sub-024	60	Fast+delay	63	5802914	5802914	7	7	1111111
sub-024	60	Fast+delay	64	1789245	7802941	0	1	10
sub-024	60	Fast+delay	65	9174825	9174825	7	7	1111111
sub-024	60	Fast+delay	66	1053927	1053927	7	7	1111111
sub-024	60	Fast+delay	67	9460258	9460258	7	7	1111111
sub-024	60	Fast+delay	68	7928065	7928065	7	7	1111111
sub-024	60	Fast+delay	69	8745690	8745690	7	7	1111111
sub-024	60	Fast+delay	70	3687451	3687451	7	7	1111111
sub-024	60	Fast+delay	71	4852796	4752796	1	6	1011111
sub-024	60	Fast+delay	72	8296045	8296045	7	7	1111111
sub-024	60	Fast+delay	73	4085179	4085179	7	7	1111111
sub-024	60	Fast+delay	74	4529163	4529163	7	7	1111111
sub-024	60	Fast+delay	75	8046573	8544053	1	3	1010001
sub-024	60	Fast+delay	76	8914325	8914325	7	7	1111111
sub-024	60	Fast+delay	77	4062579	4062579	7	7	1111111
sub-024	60	Fast+delay	78	1736250	1736250	7	7	1111111
sub-024	60	Fast+delay	79	7602498	7602468	5	6	1111101
sub-024	60	Fast+delay	80	7389561	7389561	7	7	1111111
sub-024	60	Fast+delay	81	3107248	4107248	0	6	111111
sub-024	60	Fast+delay	82	5489671	5489671	7	7	1111111
sub-024	60	Fast+delay	83	9264038	9264038	7	7	1111111
sub-024	60	Fast+delay	84	9351072	9351072	7	7	1111111
sub-024	60	Fast+delay	85	2038451	2038451	7	7	1111111
sub-024	60	Fast+delay	86	1208965	1208965	7	7	1111111
sub-024	60	Fast+delay	87	5061827	5061827	7	7	1111111
sub-024	60	Fast+delay	88	1820569	1250697	1	2	1001000
sub-024	60	Fast+delay	89	9625184	9625184	7	7	1111111
sub-024	60	Fast+delay	90	6728395	6728395	7	7	1111111
sub-024	60	Fast+delay	91	2109386	2109386	7	7	1111111
sub-024	60	Fast+delay	92	498635	498365	4	5	1111001
sub-024	60	Fast+delay	93	872345	872345	7	7	1111111
sub-024	60	Fast+delay	94	8196240	8196340	4	6	1111011
sub-024	60	Fast+delay	95	7620814	7620814	7	7	1111111
sub-024	60	Fast+delay	96	7453861	7356812	1	3	1010100
sub-024	60	Fast+delay	97	685314	685314	7	7	1111111
sub-024	60	Fast+delay	98	8326015	8326015	7	7	1111111
sub-024	60	Fast+delay	99	9378601	9378601	7	7	1111111
sub-024	60	Fast+delay	100	5710349	5710349	7	7	1111111
sub-024	40	Fast	101	4657381	4756381	1	5	1010111
sub-024	40	Fast	102	3240579	3240579	7	7	1111111
sub-024	40	Fast	103	4805927	4805927	7	7	1111111
sub-024	40	Fast	104	5713296	5713296	7	7	1111111
sub-024	40	Fast	105	689542	689542	7	7	1111111
sub-024	40	Fast	106	8215649	8214569	3	4	1110001
sub-024	40	Fast	107	5702841	5702841	7	7	1111111
sub-024	40	Fast	108	9673285	9673285	7	7	1111111
sub-024	40	Fast	109	7852694	7653940	1	2	1010000
sub-024	40	Fast	110	9835046	9635046	1	6	1011111
sub-024	40	Fast	111	1234509	1234509	7	7	1111111
sub-024	40	Fast	112	1953726	1953270	4	4	1111000
sub-024	40	Fast	113	4927508	4927508	7	7	1111111
sub-024	40	Fast	114	7849360	7849350	5	6	1111101
sub-024	40	Fast	115	7906485	7906548	4	4	1111000
sub-024	40	Fast	116	2415809	2415809	7	7	1111111
sub-024	40	Fast	117	6390471	6390471	7	7	1111111
sub-024	40	Fast	118	9240817	9240817	7	7	1111111
sub-024	40	Fast	119	8469102	8469102	7	7	1111111
sub-024	40	Fast	120	6489275	6489275	7	7	1111111
sub-024	40	Fast	121	9251468	9251468	7	7	1111111
sub-024	40	Fast	122	4931586	4931586	7	7	1111111
sub-024	40	Fast	123	3519460	3519460	7	7	1111111
sub-024	40	Fast	124	7851420	9257461	0	2	10100
sub-024	40	Fast	125	398217	398217	7	7	1111111
sub-024	40	Fast	126	5428176	5423867	3	3	1110000
sub-024	40	Fast	127	7362185	7362185	7	7	1111111
sub-024	40	Fast	128	6259301	6259301	7	7	1111111
sub-024	40	Fast	129	4082751	4082751	7	7	1111111
sub-024	40	Fast	130	136298	136298	7	7	1111111
sub-024	40	Fast	131	7625180	7625180	7	7	1111111
sub-024	40	Fast	132	7529036	7529036	7	7	1111111
sub-024	40	Fast	133	3851794	3851794	7	7	1111111
sub-024	40	Fast	134	7613905	7613905	7	7	1111111
sub-024	40	Fast	135	9681037	9681037	7	7	1111111
sub-024	40	Fast	136	4178563	4178563	7	7	1111111
sub-024	40	Fast	137	2861943	2861943	7	7	1111111
sub-024	40	Fast	138	6730591	6730591	7	7	1111111
sub-024	40	Fast	139	1564082	1564082	7	7	1111111
sub-024	40	Fast	140	7068395	7068395	7	7	1111111
sub-024	40	Fast	141	3940615	3940615	7	7	1111111
sub-024	40	Fast	142	6218940	6218940	7	7	1111111
sub-024	40	Fast	143	6538041	6538941	4	6	1111011
sub-024	40	Fast	144	7652149	7652149	7	7	1111111
sub-024	40	Fast	145	8569731	8569731	7	7	1111111
sub-024	40	Fast	146	8146270	8146270	7	7	1111111
sub-024	40	Fast	147	9328647	9328647	7	7	1111111
sub-024	40	Fast	148	9745263	9745639	4	4	1111000
sub-024	40	Fast	149	1034986	1034986	7	7	1111111
sub-024	40	Fast	150	7148539	7148539	7	7	1111111
sub-024	28	Simultaneous	151	7931548	7531948	1	5	1011011
sub-024	28	Simultaneous	152	1927504	1927504	7	7	1111111
sub-024	28	Simultaneous	153	9372564	9372564	7	7	1111111
sub-024	28	Simultaneous	154	6782103	6782103	7	7	1111111
sub-024	28	Simultaneous	155	3086945	3086945	7	7	1111111
sub-024	28	Simultaneous	156	6245897	6245897	7	7	1111111
sub-024	28	Simultaneous	157	7231568	7235698	3	4	1110001
sub-024	28	Simultaneous	158	2804657	2804657	7	7	1111111
sub-024	28	Simultaneous	159	4327159	4327159	7	7	1111111
sub-024	28	Simultaneous	160	746851	746851	7	7	1111111
sub-024	28	Simultaneous	161	4501789	4501789	7	7	1111111
sub-024	28	Simultaneous	162	1953280	1953280	7	7	1111111
sub-024	28	Simultaneous	163	8472153	8472153	7	7	1111111
sub-024	28	Simultaneous	164	5498107	5498107	7	7	1111111
sub-024	28	Simultaneous	165	5741832	5741832	7	7	1111111
sub-024	28	Simultaneous	166	159634	159634	7	7	1111111
sub-024	28	Simultaneous	167	2540198	2540198	7	7	1111111
sub-024	28	Simultaneous	168	5986741	5986741	7	7	1111111
sub-024	28	Simultaneous	169	9473152	9473152	7	7	1111111
sub-024	28	Simultaneous	170	5102643	5102643	7	7	1111111
sub-024	28	Simultaneous	171	326459	326459	7	7	1111111
sub-024	28	Simultaneous	172	3481957	3481957	7	7	1111111
sub-024	28	Simultaneous	173	6584791	6584791	7	7	1111111
